ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion
9389,Arranged,39,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,41,No,No,No
9390,Arranged,21,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,Low,32,Yes,No,No
9391,Love,31,Female,Postgraduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,3,Low,47,No,No,No
9392,Arranged,27,Female,School,Different,Hindu,Partial,Urban,No,Low,No,1,Middle,8,Yes,No,No
9393,Arranged,33,Male,Graduate,Different,Christian,Yes,Urban,Yes,Low,No,3,Middle,42,No,No,No
9394,Arranged,27,Female,School,Same,Hindu,Partial,Rural,No,Low,No,2,Low,48,No,No,No
9395,Arranged,22,Male,Graduate,Same,Hindu,Partial,Rural,No,Medium,Yes,2,High,31,No,Yes,No
9396,Love,18,Male,Postgraduate,Same,Others,No,Rural,No,Medium,No,2,Middle,26,No,No,No
9397,Arranged,19,Female,School,Different,Hindu,Yes,Rural,Yes,Medium,No,3,Middle,18,No,No,No
9398,Love,30,Male,PhD,Same,Hindu,Yes,Urban,Yes,Medium,No,5,Middle,22,No,No,No
9399,Love,37,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,46,No,No,No
9400,Love,36,Male,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,2,Low,33,No,No,No
9401,Arranged,32,Male,School,Same,Hindu,Yes,Rural,No,High,No,2,Low,13,No,No,No
9402,Arranged,30,Male,Postgraduate,Same,Others,Yes,Urban,Yes,Low,No,3,High,38,Yes,Yes,No
9403,Arranged,18,Male,Graduate,Different,Hindu,Partial,Rural,Not Disclosed,Medium,Yes,2,Low,22,No,Yes,No
9404,Arranged,24,Female,School,Different,Hindu,Yes,Urban,No,Medium,No,0,Middle,30,No,No,No
9405,Arranged,34,Male,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,4,Low,21,Yes,No,No
9406,Arranged,34,Male,School,Different,Christian,Yes,Rural,Yes,High,No,0,Middle,42,No,Yes,No
9407,Arranged,20,Female,Graduate,Different,Muslim,Yes,Rural,Yes,High,No,5,Middle,9,Yes,No,Yes
9408,Arranged,32,Male,Postgraduate,Same,Christian,Yes,Urban,No,Medium,No,3,Low,35,No,Yes,No
9409,Arranged,28,Male,Graduate,Different,Muslim,Partial,Urban,Yes,High,No,2,High,5,No,No,No
9410,Love,32,Male,Graduate,Different,Muslim,Yes,Rural,No,High,No,1,High,23,No,No,No
9411,Love,23,Female,Postgraduate,Same,Hindu,Partial,Urban,Not Disclosed,Low,No,5,Middle,2,No,No,Yes
9412,Love,23,Female,Postgraduate,Same,Muslim,No,Rural,No,Medium,No,5,Middle,24,Yes,No,No
9413,Arranged,19,Female,Graduate,Same,Hindu,Yes,Rural,No,High,No,5,High,22,No,No,No
9414,Arranged,31,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,2,Yes,Yes,No
9415,Love,18,Female,Graduate,Different,Others,Yes,Urban,No,Medium,No,4,Middle,25,No,No,No
9416,Arranged,36,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,4,High,45,No,Yes,Yes
9417,Arranged,37,Female,School,Different,Sikh,Yes,Rural,No,Medium,No,3,Middle,42,Yes,No,No
9418,Love,38,Female,School,Same,Muslim,Yes,Rural,Yes,Medium,No,4,High,27,Yes,Yes,No
9419,Arranged,25,Male,School,Same,Muslim,Partial,Urban,No,High,No,2,Middle,6,No,No,Yes
9420,Arranged,23,Female,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,Low,36,No,No,No
9421,Arranged,23,Female,Graduate,Same,Christian,Partial,Urban,No,Medium,No,1,Middle,41,Yes,No,No
9422,Arranged,22,Female,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,3,Middle,43,No,Yes,No
9423,Love,28,Male,Postgraduate,Different,Christian,Yes,Urban,No,Low,No,1,Low,38,No,Yes,Yes
9424,Arranged,22,Male,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,4,High,34,No,No,No
9425,Love,22,Female,School,Same,Muslim,Partial,Urban,Not Disclosed,Medium,No,3,Low,41,No,Yes,No
9426,Arranged,37,Male,Graduate,Different,Christian,Partial,Urban,No,High,No,1,High,30,Yes,No,No
9427,Arranged,32,Female,Postgraduate,Same,Hindu,No,Urban,No,High,No,0,High,15,Yes,Yes,No
9428,Arranged,38,Female,School,Different,Hindu,Yes,Urban,Yes,High,No,0,High,31,Yes,No,No
9429,Arranged,29,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,4,Middle,27,No,Yes,No
9430,Arranged,39,Male,School,Different,Others,Yes,Rural,Yes,Medium,No,0,Low,7,No,Yes,No
9431,Arranged,19,Male,Postgraduate,Same,Muslim,Yes,Urban,Yes,Medium,Yes,3,Low,5,No,No,Yes
9432,Arranged,25,Male,Graduate,Different,Hindu,Yes,Urban,No,Low,No,5,Low,7,No,Yes,Yes
9433,Arranged,24,Female,Postgraduate,Different,Muslim,Yes,Urban,No,High,No,0,Low,8,No,Yes,No
9434,Love,27,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,2,Middle,6,No,No,No
9435,Arranged,23,Female,School,Same,Hindu,Yes,Urban,No,Low,No,5,Middle,22,No,No,No
9436,Love,19,Male,Postgraduate,Different,Sikh,No,Urban,Not Disclosed,Medium,No,4,Low,20,No,No,Yes
9437,Arranged,35,Female,School,Same,Christian,Yes,Urban,No,High,No,0,Middle,29,No,Yes,No
9438,Arranged,32,Male,Graduate,Same,Hindu,No,Rural,Not Disclosed,Medium,Yes,5,Middle,34,Yes,No,No
9439,Arranged,24,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Middle,47,No,No,No
9440,Arranged,31,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Low,No,5,Low,19,No,No,No
9441,Love,37,Male,Graduate,Same,Others,No,Rural,Yes,High,No,3,Middle,36,Yes,No,No
9442,Love,35,Female,Graduate,Different,Hindu,Yes,Urban,No,High,No,4,Middle,38,Yes,Yes,Yes
9443,Arranged,34,Male,Graduate,Same,Muslim,Yes,Urban,Yes,Medium,No,2,Low,28,Yes,No,No
9444,Arranged,29,Male,School,Same,Hindu,No,Rural,Yes,Medium,No,0,High,9,Yes,No,No
9445,Arranged,28,Male,School,Different,Hindu,Partial,Rural,Yes,Medium,No,2,High,15,No,No,Yes
9446,Love,35,Female,Postgraduate,Different,Others,Yes,Urban,No,Medium,Yes,4,Middle,46,No,Yes,No
9447,Arranged,31,Male,Postgraduate,Same,Sikh,Yes,Rural,No,Medium,No,3,Middle,40,No,No,No
9448,Love,36,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Low,No,1,Middle,3,Yes,No,No
9449,Arranged,31,Male,Graduate,Same,Muslim,Yes,Urban,Yes,High,No,2,High,6,No,No,No
9450,Love,20,Female,Graduate,Same,Christian,Yes,Urban,Yes,Medium,No,5,High,42,No,No,No
9451,Arranged,32,Female,Graduate,Same,Others,Partial,Urban,No,High,No,2,Middle,43,No,No,No
9452,Arranged,19,Male,PhD,Different,Hindu,Yes,Rural,No,Medium,No,3,Low,30,No,Yes,No
9453,Love,36,Female,PhD,Same,Christian,Partial,Urban,Yes,Medium,No,2,Low,18,No,No,No
9454,Love,30,Male,Graduate,Same,Muslim,Yes,Urban,No,Low,No,2,Middle,22,Yes,No,Yes
9455,Arranged,22,Male,School,Same,Hindu,Yes,Rural,No,High,No,3,High,18,No,No,Yes
9456,Arranged,39,Male,Graduate,Different,Muslim,Yes,Rural,No,Low,No,0,High,16,Yes,Yes,No
9457,Love,20,Female,School,Same,Muslim,No,Urban,No,Medium,No,1,Low,17,Yes,No,Yes
9458,Arranged,19,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Middle,32,Yes,No,No
9459,Arranged,26,Female,School,Same,Hindu,Yes,Urban,No,High,No,0,Low,40,Yes,Yes,No
9460,Love,27,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,2,High,17,Yes,Yes,No
9461,Love,38,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,Low,1,Yes,Yes,No
9462,Love,37,Male,Graduate,Different,Muslim,Yes,Urban,No,High,No,3,High,40,Yes,No,Yes
9463,Arranged,21,Male,PhD,Different,Muslim,Partial,Rural,No,Medium,No,5,Low,38,Yes,No,No
9464,Love,23,Male,Graduate,Same,Hindu,Partial,Rural,No,Medium,No,4,Low,34,Yes,No,No
9465,Arranged,37,Female,School,Same,Christian,Partial,Urban,Yes,High,No,4,Low,20,No,Yes,No
9466,Arranged,21,Female,PhD,Same,Hindu,Partial,Urban,No,Low,No,1,Middle,14,Yes,No,Yes
9467,Arranged,31,Male,Graduate,Same,Christian,Yes,Urban,No,Medium,No,2,Middle,7,Yes,Yes,No
9468,Arranged,22,Male,Graduate,Same,Others,Yes,Urban,Yes,Medium,Yes,3,Middle,3,No,No,No
9469,Arranged,26,Male,Postgraduate,Same,Muslim,Partial,Rural,Yes,Medium,No,2,Middle,14,No,Yes,Yes
9470,Arranged,34,Female,Postgraduate,Different,Hindu,Partial,Urban,Yes,High,No,4,High,26,No,No,No
9471,Arranged,30,Male,School,Different,Sikh,Yes,Urban,Yes,Medium,No,4,Middle,28,No,Yes,No
9472,Arranged,25,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Low,No,5,Middle,22,Yes,No,No
9473,Love,20,Female,Graduate,Different,Muslim,Partial,Urban,No,Medium,No,3,Middle,30,No,No,No
9474,Arranged,30,Female,PhD,Same,Hindu,Yes,Urban,No,High,No,3,Middle,15,No,Yes,Yes
9475,Arranged,25,Male,Graduate,Same,Hindu,No,Urban,Yes,Low,No,4,Low,2,No,No,No
9476,Arranged,25,Male,Graduate,Different,Others,Yes,Rural,Not Disclosed,Medium,No,2,Middle,16,Yes,Yes,No
9477,Love,18,Male,Graduate,Same,Others,No,Rural,No,Medium,Yes,5,High,8,Yes,No,No
9478,Arranged,37,Male,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,2,Low,20,No,No,No
9479,Arranged,33,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,18,No,No,Yes
9480,Love,18,Male,School,Different,Hindu,Partial,Urban,No,Low,No,3,Middle,39,Yes,No,No
9481,Arranged,34,Male,School,Different,Hindu,Yes,Urban,No,Medium,No,2,High,21,Yes,No,No
9482,Arranged,32,Male,School,Same,Hindu,Yes,Rural,Yes,High,No,3,High,11,Yes,No,No
9483,Arranged,20,Female,School,Same,Christian,Yes,Rural,Not Disclosed,High,No,1,Middle,9,No,Yes,No
9484,Arranged,22,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,34,Yes,Yes,No
9485,Love,25,Female,Postgraduate,Same,Others,No,Urban,No,Medium,No,1,Middle,7,No,No,No
9486,Love,35,Female,Graduate,Same,Hindu,Yes,Rural,Yes,High,No,2,Middle,29,No,No,No
9487,Arranged,18,Male,Postgraduate,Different,Muslim,Yes,Urban,No,Low,No,5,Middle,39,Yes,No,No
9488,Love,25,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,4,Middle,16,Yes,No,Yes
9489,Love,34,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,2,High,33,Yes,No,Yes
9490,Love,29,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,High,No,0,Middle,36,No,No,No
9491,Arranged,25,Female,PhD,Different,Hindu,Partial,Urban,Not Disclosed,High,No,2,Middle,16,Yes,No,Yes
9492,Arranged,38,Female,Postgraduate,Same,Muslim,Yes,Urban,Yes,Medium,No,0,Middle,2,No,No,No
9493,Arranged,31,Male,Postgraduate,Different,Hindu,Yes,Urban,No,High,No,3,Low,20,Yes,No,No
9494,Love,30,Female,School,Same,Hindu,Partial,Urban,No,Medium,No,4,Middle,47,No,Yes,No
9495,Love,38,Male,Graduate,Same,Muslim,Yes,Rural,Not Disclosed,Medium,No,4,High,39,No,No,No
9496,Arranged,27,Female,Postgraduate,Same,Muslim,Yes,Rural,Yes,Medium,No,3,Middle,18,No,No,No
9497,Love,19,Male,PhD,Same,Hindu,Yes,Rural,No,High,No,4,Middle,19,No,No,No
9498,Arranged,29,Male,Postgraduate,Same,Muslim,Yes,Urban,Yes,High,No,1,High,13,No,Yes,No
9499,Love,34,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,Yes,0,Middle,47,Yes,Yes,Yes
9500,Arranged,23,Female,Postgraduate,Same,Christian,Yes,Rural,Yes,High,No,1,Middle,17,No,No,No
9501,Arranged,29,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,0,Middle,27,Yes,No,No
9502,Arranged,33,Male,School,Different,Hindu,Partial,Urban,No,Low,No,4,High,1,No,No,No
9503,Arranged,23,Female,School,Same,Christian,Yes,Urban,No,High,No,4,Middle,18,No,No,No
9504,Love,38,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Low,Yes,0,High,14,No,Yes,No
9505,Arranged,18,Female,School,Different,Hindu,Yes,Rural,Yes,Medium,No,1,Middle,5,Yes,No,Yes
9506,Arranged,25,Male,Graduate,Different,Christian,Yes,Rural,No,High,No,2,High,18,No,No,No
9507,Arranged,26,Female,PhD,Same,Hindu,Partial,Rural,No,Medium,No,4,Middle,23,No,Yes,No
9508,Love,29,Male,Graduate,Same,Muslim,Yes,Urban,No,Low,No,3,Low,9,Yes,No,No
9509,Love,26,Female,Graduate,Same,Hindu,No,Rural,No,High,No,3,Middle,32,No,No,No
9510,Love,18,Male,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,No,2,Low,27,Yes,Yes,No
9511,Arranged,25,Male,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,1,High,9,No,No,No
9512,Arranged,30,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,27,No,Yes,No
9513,Arranged,23,Female,School,Different,Hindu,Yes,Rural,Yes,Medium,Yes,2,Middle,4,Yes,Yes,Yes
9514,Arranged,23,Female,PhD,Different,Hindu,Partial,Urban,No,Medium,No,3,Middle,28,No,No,Yes
9515,Love,28,Male,PhD,Different,Muslim,Yes,Rural,No,High,No,1,Middle,35,Yes,No,No
9516,Arranged,39,Female,Postgraduate,Same,Hindu,No,Rural,Yes,Medium,No,5,Middle,25,Yes,No,Yes
9517,Love,38,Female,School,Different,Hindu,Yes,Urban,No,Low,No,0,Middle,31,Yes,No,No
9518,Love,32,Female,School,Different,Sikh,Yes,Urban,No,Low,No,5,Middle,29,Yes,No,No
9519,Love,33,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,Low,7,Yes,No,Yes
9520,Arranged,38,Female,School,Same,Hindu,Yes,Rural,No,High,No,0,Middle,44,Yes,Yes,No
9521,Arranged,19,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,3,Middle,13,No,No,No
9522,Arranged,27,Male,School,Different,Muslim,No,Rural,Yes,Medium,No,2,Low,5,Yes,No,No
9523,Love,21,Female,Graduate,Same,Muslim,Yes,Rural,Yes,Medium,No,0,Middle,38,No,Yes,No
9524,Arranged,35,Female,Graduate,Different,Hindu,Partial,Urban,No,Medium,No,3,High,46,No,No,No
9525,Love,39,Female,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,No,2,Middle,30,No,Yes,No
9526,Arranged,31,Female,Postgraduate,Same,Sikh,Yes,Rural,No,Medium,No,4,Middle,21,No,No,No
9527,Arranged,34,Male,School,Different,Hindu,Yes,Urban,No,Low,No,1,High,6,No,Yes,No
9528,Love,19,Male,School,Same,Hindu,Partial,Urban,Yes,Medium,No,1,Middle,14,Yes,Yes,No
9529,Love,22,Male,School,Different,Hindu,Yes,Rural,No,Low,No,0,Middle,40,No,Yes,No
9530,Love,24,Female,Graduate,Different,Hindu,Yes,Rural,No,High,No,3,Middle,37,No,No,Yes
9531,Arranged,24,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Low,27,No,No,No
9532,Arranged,34,Male,School,Different,Hindu,No,Urban,No,Medium,No,1,Middle,18,Yes,Yes,No
9533,Arranged,21,Male,School,Same,Others,Yes,Urban,No,Medium,No,1,High,33,Yes,No,No
9534,Arranged,23,Female,Graduate,Different,Muslim,Partial,Urban,Yes,Medium,No,0,High,9,No,No,No
9535,Love,29,Female,PhD,Same,Hindu,Yes,Urban,No,Low,No,4,Middle,17,Yes,No,No
9536,Love,36,Male,School,Same,Others,Yes,Urban,Not Disclosed,Medium,No,0,Middle,8,Yes,Yes,Yes
9537,Arranged,25,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,2,Middle,39,Yes,Yes,No
9538,Love,18,Male,School,Different,Muslim,Yes,Urban,No,Medium,Yes,0,Middle,24,Yes,No,Yes
9539,Love,20,Female,PhD,Same,Hindu,Yes,Rural,No,Medium,Yes,1,Low,3,Yes,No,No
9540,Love,20,Female,Graduate,Same,Hindu,Yes,Rural,No,Low,No,0,High,11,No,Yes,Yes
9541,Arranged,37,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,5,High,4,No,Yes,No
9542,Arranged,36,Female,School,Same,Hindu,Yes,Urban,No,Low,No,4,Low,26,Yes,No,No
9543,Arranged,24,Male,Graduate,Same,Hindu,No,Urban,No,High,Yes,2,Middle,8,No,No,No
9544,Arranged,29,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,41,No,No,Yes
9545,Love,21,Male,Graduate,Same,Others,Partial,Urban,Not Disclosed,Medium,No,0,Middle,41,No,No,No
9546,Arranged,18,Female,School,Same,Others,Yes,Rural,No,Medium,No,0,Low,33,Yes,Yes,No
9547,Love,31,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,3,High,39,No,No,No
9548,Arranged,36,Male,Graduate,Same,Christian,Yes,Urban,No,Low,Yes,2,High,41,Yes,No,No
9549,Arranged,31,Male,School,Same,Hindu,Yes,Urban,No,High,No,4,Middle,36,Yes,No,No
9550,Love,21,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,5,Low,1,Yes,Yes,No
9551,Arranged,26,Male,School,Same,Hindu,Yes,Rural,No,High,No,2,Middle,46,Yes,No,No
9552,Arranged,38,Male,Postgraduate,Same,Muslim,Partial,Urban,Yes,Low,No,5,Low,9,Yes,No,No
9553,Love,23,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,25,No,No,No
9554,Love,21,Male,School,Same,Muslim,Partial,Urban,No,High,Yes,2,Middle,1,Yes,No,No
9555,Love,31,Male,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,3,High,29,No,Yes,No
9556,Arranged,39,Male,Graduate,Same,Sikh,Yes,Urban,Yes,Medium,No,0,Low,1,Yes,No,No
9557,Arranged,34,Male,Graduate,Same,Others,Yes,Urban,No,Medium,No,3,Middle,24,No,No,No
9558,Arranged,19,Male,Graduate,Same,Christian,Yes,Rural,No,High,No,4,High,46,No,Yes,No
9559,Arranged,32,Male,PhD,Same,Hindu,Partial,Urban,Yes,High,No,4,High,44,Yes,No,No
9560,Love,19,Male,Graduate,Same,Hindu,No,Urban,Yes,Medium,No,5,High,41,No,Yes,No
9561,Arranged,33,Female,PhD,Same,Muslim,Partial,Urban,Not Disclosed,High,No,2,Middle,35,No,No,No
9562,Love,22,Female,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,High,10,No,No,No
9563,Arranged,28,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,Low,8,No,Yes,No
9564,Arranged,28,Male,School,Different,Hindu,Yes,Rural,No,Low,No,1,Middle,32,Yes,Yes,No
9565,Arranged,29,Female,School,Same,Christian,Partial,Rural,Yes,Medium,No,5,Low,11,No,No,No
9566,Arranged,19,Male,PhD,Different,Muslim,Yes,Rural,Yes,Low,No,1,High,22,Yes,No,No
9567,Arranged,29,Male,Graduate,Different,Hindu,Yes,Rural,Yes,High,No,3,Middle,44,Yes,No,No
9568,Arranged,22,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,3,High,47,No,No,No
9569,Love,39,Male,School,Same,Sikh,Yes,Urban,No,Medium,No,4,Low,20,No,No,No
9570,Arranged,19,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,4,Middle,34,No,No,Yes
9571,Arranged,30,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Middle,36,No,No,No
9572,Love,18,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,3,Low,34,No,No,No
9573,Love,21,Female,Postgraduate,Same,Hindu,No,Urban,Not Disclosed,Medium,No,0,Middle,30,No,Yes,No
9574,Arranged,37,Female,PhD,Same,Hindu,Yes,Urban,Yes,Medium,No,2,Low,1,No,Yes,Yes
9575,Arranged,38,Male,School,Different,Hindu,Yes,Rural,Not Disclosed,High,No,2,Middle,24,Yes,No,No
9576,Arranged,29,Female,Graduate,Same,Hindu,Yes,Urban,Yes,High,Yes,4,Middle,20,Yes,No,No
9577,Love,22,Female,PhD,Same,Hindu,Yes,Urban,No,High,No,2,Low,32,Yes,No,No
9578,Arranged,26,Female,Graduate,Same,Muslim,Yes,Urban,No,Low,No,3,Middle,32,No,No,No
9579,Love,33,Male,School,Same,Hindu,Yes,Urban,No,Medium,Yes,3,Middle,42,No,No,No
9580,Love,24,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Middle,6,No,No,No
9581,Arranged,27,Male,Graduate,Same,Hindu,Partial,Urban,Not Disclosed,Medium,No,4,Middle,4,Yes,No,Yes
9582,Love,20,Male,School,Same,Christian,Yes,Urban,No,Low,No,0,Middle,5,No,No,No
9583,Love,36,Male,Postgraduate,Same,Hindu,Yes,Rural,No,High,No,3,Middle,40,Yes,Yes,No
9584,Love,20,Female,Graduate,Different,Muslim,Yes,Urban,Not Disclosed,Low,No,1,Low,16,No,Yes,No
9585,Love,29,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,2,Low,25,No,No,No
9586,Love,23,Female,School,Same,Christian,Yes,Rural,No,Low,No,1,Middle,37,No,No,No
9587,Arranged,22,Male,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,4,Middle,30,No,Yes,No
9588,Love,20,Male,Postgraduate,Same,Sikh,Yes,Urban,No,Low,No,1,Middle,26,Yes,Yes,No
9589,Arranged,28,Male,Postgraduate,Same,Muslim,Yes,Rural,No,High,No,5,Low,42,No,No,No
9590,Arranged,36,Male,School,Same,Hindu,Yes,Rural,No,High,No,0,Middle,32,No,No,No
9591,Love,27,Male,School,Same,Muslim,Yes,Rural,No,Medium,No,4,Middle,24,No,No,Yes
9592,Love,23,Female,PhD,Same,Hindu,Yes,Urban,Not Disclosed,High,No,1,Middle,3,No,No,No
9593,Love,33,Male,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,1,Low,2,No,No,No
9594,Love,26,Female,School,Same,Hindu,Yes,Urban,No,High,No,5,Middle,4,No,No,No
9595,Arranged,36,Female,Graduate,Same,Muslim,Partial,Urban,No,Medium,No,1,Low,5,Yes,No,No
9596,Love,31,Male,Graduate,Different,Others,Yes,Urban,No,High,Yes,1,Middle,41,Yes,Yes,No
9597,Arranged,34,Male,School,Same,Hindu,No,Urban,No,High,No,2,Middle,37,No,No,No
9598,Love,20,Female,PhD,Same,Hindu,Partial,Urban,No,High,No,3,Middle,18,No,No,No
9599,Arranged,23,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,2,High,46,No,No,No
9600,Love,22,Male,School,Same,Hindu,Yes,Urban,Yes,Low,No,5,High,45,Yes,Yes,No
9601,Arranged,24,Male,Postgraduate,Same,Muslim,Yes,Urban,Yes,High,No,1,High,35,Yes,Yes,No
9602,Love,25,Female,Postgraduate,Same,Muslim,Yes,Rural,Yes,High,No,1,Middle,23,Yes,No,No
9603,Arranged,28,Male,Postgraduate,Same,Hindu,No,Urban,Yes,Medium,Yes,0,Middle,34,No,No,No
9604,Arranged,24,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,4,Middle,37,Yes,No,No
9605,Arranged,28,Female,School,Different,Hindu,Partial,Urban,No,Medium,No,3,Middle,19,Yes,No,No
9606,Arranged,30,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,8,No,No,No
9607,Love,26,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,18,Yes,No,No
9608,Love,32,Male,Graduate,Different,Hindu,Partial,Urban,Yes,Medium,No,5,Low,5,No,Yes,No
9609,Arranged,25,Female,School,Same,Hindu,Partial,Rural,No,High,No,1,Middle,12,Yes,No,Yes
9610,Arranged,19,Male,Graduate,Different,Christian,Yes,Urban,No,Low,No,1,High,46,No,Yes,Yes
9611,Love,34,Female,School,Same,Hindu,No,Urban,No,Medium,No,3,High,32,Yes,No,Yes
9612,Love,34,Male,School,Different,Hindu,Partial,Urban,No,Medium,No,0,High,44,No,No,No
9613,Love,35,Male,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,2,Middle,4,Yes,No,No
9614,Arranged,23,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,Yes,1,Low,31,Yes,No,No
9615,Arranged,18,Male,School,Same,Christian,Yes,Urban,Yes,Low,No,3,High,9,No,No,No
9616,Love,32,Female,Graduate,Different,Hindu,Yes,Urban,Yes,High,No,4,Middle,43,No,No,No
9617,Love,23,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,5,Low,32,No,Yes,No
9618,Love,30,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,4,Middle,45,Yes,No,No
9619,Arranged,29,Female,School,Different,Christian,Yes,Urban,No,Medium,No,0,Middle,44,No,Yes,No
9620,Arranged,38,Female,School,Same,Hindu,Partial,Rural,No,Low,No,2,High,27,Yes,No,Yes
9621,Arranged,37,Male,Graduate,Different,Sikh,Yes,Rural,No,Medium,No,3,Middle,48,Yes,No,No
9622,Arranged,34,Female,Graduate,Same,Hindu,Yes,Rural,No,High,Yes,1,Middle,46,Yes,Yes,No
9623,Arranged,23,Female,Graduate,Same,Sikh,Yes,Rural,No,Low,No,3,Low,11,Yes,No,No
9624,Arranged,36,Female,PhD,Same,Sikh,Yes,Rural,No,High,No,3,Middle,22,No,No,No
9625,Arranged,23,Female,Postgraduate,Same,Hindu,Partial,Urban,Not Disclosed,Low,No,1,High,17,No,No,No
9626,Arranged,27,Male,School,Same,Muslim,Partial,Urban,Yes,High,No,0,Low,28,No,No,No
9627,Arranged,23,Female,School,Same,Hindu,Yes,Rural,Yes,Medium,No,3,Low,41,Yes,No,No
9628,Arranged,27,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,5,High,7,No,No,No
9629,Arranged,21,Female,School,Different,Muslim,Yes,Urban,No,Medium,No,3,Middle,39,Yes,No,No
9630,Arranged,27,Male,PhD,Different,Muslim,Yes,Rural,Yes,Low,No,5,Low,44,No,No,No
9631,Love,29,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,3,High,8,No,Yes,No
9632,Love,18,Female,School,Same,Hindu,Yes,Urban,Yes,Medium,No,3,Middle,39,Yes,Yes,No
9633,Arranged,20,Female,Postgraduate,Same,Sikh,Yes,Rural,No,Medium,No,1,High,46,No,Yes,No
9634,Arranged,32,Female,School,Different,Hindu,Yes,Rural,Not Disclosed,Medium,Yes,3,High,33,Yes,No,No
9635,Love,19,Male,Postgraduate,Different,Hindu,Yes,Urban,No,High,No,0,Middle,47,Yes,No,No
